Algorithm,Selected Parameters,Runtime (s),Number of Clusters,Noise Ratio,Silhouette,Calinski-Harabasz,Davies-Bouldin,ARI,NMI,Fowlkes-Mallows
K-Means,k=10,0.12410163879394531,10,0.0,0.14232145865373522,114.67161518448134,1.8861656573310168,0.4779623470372548,0.631910860334367,0.5434166950378506
GMM,"n_components=10, covariance=diag",0.07722353935241699,10,0.0,0.07987947377919669,84.27774956570785,2.4080828476836125,0.4027300193534945,0.5687338766160352,0.47945755312779254
DBSCAN,"eps=4.0, min_samples=5",0.014365434646606445,26,0.4284919309961046,0.15980740377024738,52.58002432006994,1.3735251685835856,0.24826752117704015,0.5905291322558637,0.38032301023019943
Agglomerative,"n_clusters=10, linkage=ward",0.09148240089416504,10,0.0,0.12532527779196986,105.82516364183334,1.9671781554189507,0.6643458356002894,0.7955873641548867,0.7110777674392866
